@relation 'MARSYAS_EMPTYhectorDataset.arff-weka.filters.unsupervised.attribute.Remove-R1,3-5,8-9,17-29,31,33-35,37-60,63,66-76,78-94,96-97,99-124'

@attribute Mean_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Mean_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Mean_Acc5_Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 numeric
@attribute output {0,1,2}

@data
0.03163,6.082101,-0.281836,-0.043692,-0.355787,-0.117773,0.015904,0.388534,0.07923,-0.340104,1.516481,0.013728,3.422825,0.276421,0.945131,0.006573,0.013942,0.175014,0.003479,1.658086,1
0.022222,6.784483,-0.18985,0.093758,-0.378495,-0.437799,-0.162015,0.29178,-0.142397,-0.283647,1.487649,0.005914,3.282148,0.115634,0.921119,0.001952,0.004871,0.118382,0.003898,1.501087,1
0.020647,7.646675,0.040378,-0.345217,-0.447503,-0.303856,0.083497,0.438873,0.239385,-0.516527,1.408369,0.006747,3.222682,0.108278,0.959358,0.002693,0.004277,0.301492,0.003632,1.420294,1
0.019562,7.731809,-0.013499,0.427986,0.306098,-0.090921,-0.184265,0.143341,0.036679,-0.434433,1.340403,0.005193,3.337753,0.115661,0.603569,0.003618,0.007687,0.296343,0.003686,1.474937,1
0.023756,6.630392,-0.49307,0.07405,-0.311839,-0.365586,0.081219,0.525314,0.077846,-0.188072,1.457625,0.009043,3.603216,0.159688,0.785319,0.003453,0.01109,0.04212,0.003521,1.740968,1
0.019279,7.559378,-0.108797,0.680128,0.396161,-0.086256,-0.459667,-0.116536,-0.172826,-0.161232,1.422275,0.007185,3.274118,0.115396,0.83431,0.004025,0.009988,0.128333,0.003853,1.380254,1
0.023544,7.868995,-0.076916,-0.739927,-0.928289,-0.37661,0.243875,0.301047,0.013448,-0.321554,1.475668,0.00316,3.530928,0.140622,1.880525,0.00153,0.003008,0.232488,0.0038,1.464494,1
0.026695,6.725219,-0.557466,-0.179271,-0.571579,-0.464286,-0.013432,0.28546,-0.373027,-0.172522,1.53764,0.007873,3.862547,0.163464,1.297779,0.001142,0.008995,0.076088,0.003703,1.608795,1
0.023123,7.308606,-0.190853,-0.08859,-0.730845,-0.35528,0.073299,0.131353,0.011731,-0.327388,1.477773,0.01864,3.391397,0.130368,1.158659,0.003458,0.010272,0.196518,0.003567,1.386467,1
0.026979,7.600895,-0.828153,-0.162857,0.003393,-0.219847,0.053626,0.222766,0.059626,-0.306012,1.480323,0.005409,3.700443,0.161201,0.979357,0.001976,0.003032,0.11251,0.003847,1.564166,1
0.024775,6.761003,-0.354044,0.428214,-0.110561,-0.275631,-0.037369,0.270955,-0.073018,-0.480924,1.465948,0.005583,3.644899,0.142346,0.884759,0.004839,0.013197,0.090458,0.003612,1.691575,1
0.018861,7.83668,0.054289,0.431796,0.099717,-0.187257,-0.433558,-0.360048,-0.226003,-0.133984,1.494405,0.00412,3.371361,0.131302,1.604457,0.003246,0.004058,0.405924,0.003859,1.353272,1
0.045048,5.815689,-1.70599,0.008588,-0.001377,0.006545,0.238325,0.862569,0.563446,-0.083652,1.441162,0.006263,3.499852,0.26204,0.995052,0.006472,0.016387,0.074119,0.003605,1.557809,1
0.020821,7.685548,-0.174069,0.365875,-0.035093,-0.167062,-0.142845,0.196114,0.09055,-0.279418,1.343438,0.00547,3.302736,0.135151,0.721957,0.003914,0.008387,0.193631,0.004386,1.505249,1
0.021459,6.931542,0.204711,-0.042245,-0.275607,-0.17337,-0.208392,-0.008538,-0.059821,-0.307821,1.531953,0.004745,3.207297,0.150678,1.101658,0.003309,0.00671,0.156346,0.005076,1.278766,1
0.02487,6.54608,0.083697,0.065189,-0.519514,-0.070066,0.148427,0.324466,-0.107945,-0.142177,1.501894,0.006074,3.55172,0.162682,0.94175,0.004165,0.009338,0.167962,0.00342,1.650629,1
0.023034,7.471386,0.138819,-0.577605,-0.550216,-0.51808,-0.10504,0.061674,0.196986,-0.363309,1.492306,0.003214,3.315668,0.110647,1.580577,0.001674,0.002978,0.120514,0.003407,1.29366,1
0.024241,8.1985,-0.312895,-0.672418,-0.482232,-0.295967,0.102649,0.236271,0.213686,-0.379162,1.470234,0.005371,3.477413,0.162483,1.109766,0.002116,0.002933,0.095105,0.003394,1.437745,1
0.02396,7.182628,-0.295752,-0.303075,-0.299625,-0.443422,-0.262767,-0.131521,-0.018105,-0.194588,1.546732,0.004023,3.293139,0.123326,1.056445,0.002448,0.003921,0.134022,0.003913,1.358666,1
0.021319,7.031427,0.480755,-0.188279,-0.322689,0.224955,0.552567,0.2742,-0.00402,0.05356,1.37062,0.009564,3.717415,0.110767,0.510386,0.005226,0.009186,0.182571,0.003149,1.73112,1
0.022288,7.456616,-0.152042,0.548603,-0.090011,-0.610263,-0.3261,-0.011272,-0.415114,-0.71901,1.490864,0.005382,2.956567,0.114481,1.362272,0.004687,0.011461,0.024748,0.003372,1.276463,1
0.021269,8.168751,0.067176,-0.35168,-0.761326,-0.199592,0.043594,0.06392,-0.027789,-0.323006,1.449331,0.003405,2.984467,0.101283,0.894238,0.003092,0.004518,0.089209,0.0036,1.297306,1
0.022501,7.501619,-0.192858,0.006983,-0.412349,-0.058355,0.210556,0.32202,-0.207086,-0.61932,1.411256,0.007359,3.040281,0.177707,0.884469,0.00463,0.01119,0.079999,0.00351,1.223469,1
0.017699,6.750213,0.246365,0.509089,-0.091161,0.147164,0.299862,0.215499,0.416071,0.431093,1.287547,0.00629,3.566363,0.075818,0.274969,0.004275,0.010833,0.2252,0.003634,1.75923,1
0.019732,7.580129,0.313733,0.211661,-0.05251,-0.137729,-0.246157,-0.010385,-0.285186,-0.528911,1.482701,0.007791,3.347464,0.127149,1.543678,0.003874,0.005501,0.055406,0.003741,1.455838,1
0.020915,8.157984,0.362604,-0.208312,-0.232336,-0.130091,-0.062157,0.247865,-0.076681,-0.515889,1.428201,0.004485,3.384691,0.120371,1.389982,0.003539,0.005167,0.120194,0.003729,1.42938,1
0.019517,7.642545,0.25923,0.001902,-0.314037,0.038377,-0.070719,0.424881,0.305306,-0.375127,1.366007,0.007545,3.562964,0.103773,0.673079,0.004665,0.007148,0.349371,0.003519,1.771536,1
0.019195,7.250863,0.593798,-0.162454,-0.454179,-0.463275,0.133248,0.449636,0.063236,-0.23818,1.401061,0.004316,4.012001,0.111893,0.761232,0.003207,0.004772,0.262462,0.003821,1.64124,1
0.017739,6.312033,1.047468,-0.238077,-0.337655,-0.003899,0.182115,0.670551,0.830348,0.520562,1.284836,0.005621,3.551485,0.062599,0.202883,0.00402,0.008451,0.100031,0.003498,1.732014,1
0.019062,7.694456,0.341091,-0.033836,-0.291559,-0.01451,-0.084033,0.115961,0.119633,-0.290927,1.412754,0.006158,3.36621,0.11682,1.029442,0.004927,0.009828,0.252006,0.006182,1.330861,1
0.019508,7.960076,0.435932,-0.201286,-0.477128,0.022511,-0.006732,0.1207,-0.018127,-0.184476,1.400862,0.005772,3.208362,0.1108,1.212458,0.004442,0.007595,0.313753,0.003622,1.450107,1
0.018185,6.803884,0.498477,0.173561,0.089601,0.235791,0.015622,0.358892,0.455299,0.051515,1.305606,0.006445,3.441897,0.124085,0.398661,0.004891,0.009384,0.223677,0.003876,1.631364,1
0.01851,6.901435,0.361016,0.194497,0.071211,-0.298279,0.079,0.671189,0.71348,0.096571,1.285671,0.005423,3.518124,0.113131,0.364948,0.005474,0.01375,0.139329,0.003911,1.595774,1
0.018375,7.285218,0.350931,0.186099,-0.426673,-0.02934,0.113571,0.307268,0.273566,-0.071718,1.359053,0.006721,3.298342,0.090562,0.575124,0.004694,0.009224,0.20548,0.004656,1.453789,1
0.017938,6.8647,0.395033,0.450438,0.167166,0.079634,0.065398,0.489176,0.565768,0.070904,1.296289,0.017661,3.666472,0.083577,0.344761,0.003901,0.009032,0.226219,0.00405,1.841054,1
0.023102,6.973414,-0.381919,0.331252,-0.201086,-0.147533,0.193665,0.497827,0.089591,-0.240659,1.396349,0.012824,3.839918,0.166263,0.728389,0.003245,0.011298,0.186607,0.003507,1.808951,1
0.022766,7.579356,-0.264815,0.15718,-0.357431,-0.014635,0.165617,0.549752,0.230308,-0.447248,1.334127,0.004719,3.561692,0.131565,0.57869,0.003643,0.010794,0.258377,0.003499,1.549761,1
0.022236,7.247516,-0.305756,0.61378,0.061774,-0.086,-0.318465,0.200049,0.084025,-0.500436,1.380993,0.005677,3.856526,0.122298,0.504533,0.002619,0.01017,0.09853,0.003445,1.619347,1
0.023783,7.616555,-0.771464,-0.124306,-0.63178,-0.088053,-0.068388,0.303013,0.200907,-0.134976,1.464038,0.006116,3.534264,0.149745,1.149482,0.003464,0.010561,0.064901,0.003629,1.526837,1
0.019267,7.134446,-0.164946,0.522304,0.30006,0.233934,-0.423391,0.037293,-0.253122,-0.235564,1.345623,0.006901,3.403275,0.130385,0.65231,0.003564,0.008481,0.081897,0.003605,1.737826,1
0.022947,6.737875,-0.33073,0.574338,0.218232,0.27519,0.017846,0.233522,-0.030235,-0.1959,1.355968,0.006133,3.522605,0.118643,0.440565,0.005273,0.01397,0.129094,0.003348,1.79046,1
0.028839,7.033457,-0.793901,0.114333,-0.131984,-0.381436,-0.206897,-0.274279,-0.290904,-0.30969,1.420796,0.005913,3.460158,0.101464,0.587206,0.002297,0.007798,0.195249,0.00343,1.433898,1
0.022317,7.16964,-0.77222,0.316245,-0.100364,-0.176165,-0.25183,0.246914,0.268104,-0.157121,1.360179,0.008114,3.289655,0.108802,0.657998,0.002609,0.008721,0.374019,0.003561,1.56654,1
0.021871,7.293097,-0.810739,0.726329,0.206227,0.120856,-0.356719,-0.221994,-0.223693,-0.375626,1.403055,0.006553,3.220149,0.107158,0.818036,0.003646,0.010424,0.164777,0.003863,1.462772,1
0.033332,6.194092,-0.865567,0.535919,-0.145075,-0.209364,0.110449,0.325348,-0.147421,-0.12038,1.508062,0.00715,3.700649,0.184016,0.62445,0.003486,0.007935,0.139763,0.003139,1.882339,1
0.025114,6.667911,-0.281705,-0.002065,-0.605458,-0.450374,-0.016566,0.280369,0.2074,-0.404772,1.447758,0.011697,3.954579,0.136465,0.725517,0.000885,0.005931,0.190443,0.00373,1.636194,1
0.0244,7.123762,-0.459566,-0.179079,-0.392031,0.065385,-0.229286,0.350575,0.239658,-0.105361,1.362454,0.007258,3.86694,0.101635,0.40931,0.000959,0.003656,0.030074,0.00375,1.780068,1
0.026706,7.441472,-0.323153,-0.287238,-0.400485,-0.312084,-0.188384,0.44279,0.178285,-0.395463,1.415471,0.006715,3.653063,0.148988,0.966133,0.001544,0.005162,0.224685,0.003331,1.372833,1
0.02204,7.764521,-0.189735,-0.011787,-0.380367,-0.434789,-0.183818,-0.125465,-0.006565,-0.273962,1.508948,0.005282,3.427078,0.086791,0.811613,0.002125,0.00423,0.115953,0.003789,1.3692,1
0.022441,7.039675,-0.18558,0.376541,0.022604,0.118006,-0.02922,0.164302,-0.254941,-0.312746,1.404362,0.008536,3.461711,0.116017,0.50356,0.00458,0.013204,0.215132,0.003707,1.710902,1
0.022929,7.418626,-0.40891,0.11837,-0.765948,-0.336812,0.219191,0.537276,-0.043667,-0.535898,1.406791,0.006023,3.240339,0.155846,1.182221,0.004377,0.010077,0.255789,0.003325,1.399766,1
0.023372,7.572534,-0.711101,0.246377,-0.359818,-0.243318,0.411622,0.637145,-0.193723,-0.577326,1.339488,0.006751,3.450292,0.158097,0.693224,0.004274,0.01294,0.288664,0.003603,1.576737,1
0.020735,6.989962,0.600246,0.105622,-0.088058,-0.097253,0.170029,0.176219,-0.112423,0.297154,1.343841,0.008372,3.381253,0.116272,0.759826,0.004329,0.009205,0.303148,0.003718,1.485742,1
0.021292,6.646886,0.252579,0.019485,-0.17623,0.158409,-0.010787,0.278015,0.084307,-0.078488,1.370429,0.009466,3.44889,0.124406,0.576045,0.004675,0.009645,0.07986,0.006226,1.550647,1
0.02747,6.6806,-0.19594,0.482152,0.177223,-0.237269,0.18658,0.292033,0.090396,-0.584293,1.438177,0.006328,3.544088,0.209859,0.865048,0.007043,0.015061,0.019176,0.003659,1.687649,1
0.02264,6.66278,0.146056,0.269051,-0.229098,-0.103843,0.005648,0.152831,-0.26273,-0.432939,1.443646,0.00584,3.88783,0.141117,0.786995,0.003753,0.007613,0.074878,0.003905,1.669137,1
0.021096,7.010924,0.297278,0.515137,-0.063315,-0.200441,-0.116854,0.290018,-0.289346,-0.384972,1.395804,0.008876,3.40061,0.156697,1.166427,0.004356,0.00861,0.038619,0.003665,1.615094,1
0.022136,7.177067,-0.02725,0.243818,-0.140049,0.03974,0.170942,0.20036,-0.115625,-0.572942,1.370974,0.005425,3.472338,0.142572,0.837705,0.004153,0.008907,0.227494,0.003779,1.622374,1
0.022379,7.183564,0.144395,0.158799,0.174079,-0.213275,-0.091821,0.162898,-0.203197,-0.643125,1.416695,0.008473,3.45366,0.126913,1.302146,0.00332,0.006906,0.172132,0.003686,1.554186,1
0.022947,6.857093,0.1267,0.346907,0.126106,-0.165953,-0.338002,-0.091768,-0.373217,-0.790321,1.486455,0.005972,3.13837,0.11624,1.080506,0.003974,0.008444,0.107411,0.004867,1.333201,1
0.026446,6.444618,-0.090525,0.630812,0.269641,-0.039523,-0.044499,0.131882,0.10998,-0.350907,1.414966,0.013384,3.396876,0.189461,0.652271,0.00708,0.014684,0.042727,0.003232,1.63226,1
0.022229,6.89896,0.095221,0.737324,0.108071,-0.156432,-0.389497,0.162841,-0.574222,-0.890036,1.476185,0.00843,3.157902,0.139405,1.50525,0.005082,0.01269,0.072374,0.004258,1.480106,1
0.021864,7.003664,-0.67053,0.678698,0.043545,0.403288,0.214548,0.330497,-0.263812,-0.494955,1.281849,0.008758,3.632529,0.125683,0.49126,0.003862,0.012378,0.147433,0.003453,1.880866,1
0.033887,5.90485,-1.153023,0.364283,0.384806,-0.240388,-0.298186,0.32248,0.060739,0.07627,1.353125,0.008653,3.330164,0.084758,0.344736,0.002139,0.011746,0.073099,0.00348,1.612998,1
0.023407,6.556979,0.011175,0.11216,0.163772,-0.144789,-0.298333,0.510169,0.211415,-0.349,1.345952,0.005572,3.278311,0.096141,0.500904,0.001212,0.003266,0.254833,0.003648,1.501903,1
0.025598,6.175301,-0.006163,0.602599,0.114546,-0.52716,-0.193184,-0.064501,-0.199037,-0.038408,1.430198,0.007302,3.111679,0.116476,0.680677,0.001596,0.004812,0.078807,0.003733,1.28197,1
0.033532,4.792707,-0.120833,0.086055,-0.11084,-0.175258,-0.475523,0.154413,0.08526,-0.197625,1.433564,0.008699,3.285968,0.131706,0.312184,0.001495,0.005512,0.087771,0.003168,1.52378,1
0.030126,5.650279,-0.025454,0.176381,-0.170687,0.03784,-0.016808,0.417769,0.17631,-0.237066,1.46144,0.00901,3.208817,0.141959,0.585128,0.005593,0.013441,0.051541,0.003355,1.530232,1
0.027258,5.918635,-0.229996,0.060553,-0.21147,-0.288878,-0.293118,0.207768,-0.082545,-0.014741,1.477804,0.00471,3.789945,0.129687,0.57253,0.001444,0.006626,0.046055,0.003781,1.624466,1
0.024756,6.565954,-0.058171,-0.102065,-0.04061,-0.152031,-0.35044,0.013312,0.008032,-0.105861,1.46776,0.012375,3.109346,0.11214,0.632781,0.002239,0.005693,0.05277,0.003578,1.257161,1
0.026822,6.902727,-0.566942,0.199685,-0.061516,0.037915,0.128825,0.474647,-0.285595,-0.365314,1.32514,0.006239,3.683736,0.077151,0.226286,0.001029,0.004096,0.212174,0.003647,1.583003,1
0.033129,6.204266,-0.949089,0.051639,-0.030412,-0.173692,-0.217948,0.080875,0.113147,-0.050647,1.373619,0.005473,3.746011,0.100791,0.392113,0.002907,0.009411,0.09594,0.003925,1.588783,1
0.023316,7.015059,0.347494,-0.068103,-0.449057,-0.663091,-0.451439,0.170789,-0.065866,-0.325868,1.488717,0.00719,3.053228,0.104872,0.938919,0.002134,0.003973,0.097378,0.003643,1.232967,1
0.024293,6.691459,0.134507,0.059876,-0.360045,-0.406085,-0.142776,-0.213526,-0.047623,-0.473599,1.507734,0.007994,2.974183,0.084292,0.821804,0.002552,0.006778,0.196229,0.00377,1.192759,1
0.032472,5.800709,-0.62346,0.501614,-0.056562,-0.383457,-0.384734,-0.396933,-0.387548,-0.247186,1.414483,0.00793,3.338249,0.120205,0.47309,0.001808,0.003943,0.079692,0.003312,1.303233,1
0.026492,6.587307,0.115419,0.462442,-0.227461,-0.414123,-0.37317,-0.086198,-0.145844,-0.903791,1.506312,0.011332,2.955794,0.136267,1.115859,0.004701,0.011226,0.163586,0.003503,1.364157,1
0.020392,6.568189,-0.0292,0.5327,0.320904,0.312403,-0.086878,0.009317,-0.183861,-0.175745,1.395696,0.007614,3.235386,0.118453,0.521901,0.00406,0.011295,0.220503,0.003643,1.542797,1
0.022371,7.118587,-0.60173,0.357935,-0.178465,-0.314809,0.020764,0.596092,-0.004502,-0.376786,1.346984,0.004835,3.202492,0.127987,0.652064,0.003502,0.010793,0.196881,0.004174,1.339377,1
0.023949,7.176819,-0.954083,0.52472,-0.097119,-0.320453,-0.075225,0.616806,0.157603,-0.380853,1.305372,0.004465,3.551051,0.121827,0.530925,0.002767,0.00924,0.052327,0.003887,1.576968,1
0.019977,7.317463,-0.648866,0.206089,0.387684,0.237495,-0.137447,-0.244223,-0.237862,-0.058992,1.401408,0.011479,3.208193,0.131004,0.767929,0.003318,0.00795,0.138608,0.00378,1.55404,1
0.021352,7.667649,-0.695187,0.462375,0.010907,-0.144158,-0.303267,-0.080882,-0.209621,-0.362452,1.451055,0.004448,3.100286,0.104528,1.194295,0.003571,0.007694,0.270734,0.003652,1.405553,1
0.021443,6.271308,-0.125965,0.477339,-0.045867,-0.177151,0.262754,0.139931,0.137713,-0.318468,1.360629,0.006587,3.445262,0.096893,0.422575,0.002102,0.009716,0.095219,0.003753,1.564761,1
0.031049,5.850984,-0.600059,0.459555,-0.085236,-0.441834,-0.123018,0.132399,-0.039321,-0.153805,1.417533,0.007049,3.792015,0.09968,0.449624,0.000788,0.002849,0.101038,0.003545,1.684329,1
0.023861,7.139071,-0.414709,0.152978,-0.532351,-0.10441,-0.031011,0.020939,0.102274,-0.213795,1.498907,0.005991,3.291168,0.11472,0.630285,0.003011,0.009323,0.187017,0.003917,1.329983,1
0.028409,7.057807,-0.912861,0.362155,-0.081116,-0.171507,0.188409,0.366374,-0.149904,-0.204839,1.338135,0.004946,3.648389,0.146555,0.455316,0.001237,0.00261,0.070747,0.003653,1.587185,1
0.021631,7.282482,0.016189,0.119557,-0.21937,-0.2807,0.041162,0.318567,-0.31549,-0.368548,1.369014,0.007921,3.285692,0.091708,0.480232,0.002692,0.004891,0.069825,0.003559,1.349307,1
0.024582,6.569481,-0.036145,0.216133,-0.212336,-0.254255,-0.084341,0.031417,-0.251642,-0.334288,1.480872,0.008229,3.315353,0.137976,0.934601,0.003453,0.007952,0.116098,0.00363,1.407124,1
0.022952,6.001411,0.049614,0.087577,-0.019383,0.026835,0.258653,0.254115,-0.166689,-0.34971,1.39077,0.007042,3.409576,0.131245,0.575417,0.003152,0.011348,0.05934,0.003584,1.653895,1
0.022144,6.962268,-0.159516,0.407552,-0.086652,-0.253492,-0.026528,0.403432,0.04102,-0.579617,1.371272,0.007024,3.079243,0.142599,0.735123,0.004731,0.011432,0.29365,0.005988,1.251081,1
0.019494,7.483341,-0.28678,0.564566,0.468891,-0.008238,-0.094274,0.163521,0.068241,-0.450058,1.325882,0.004669,3.252301,0.106908,0.464771,0.003353,0.008557,0.430923,0.003855,1.452082,1
0.021163,7.059395,-0.131028,0.122553,-0.601551,-0.169566,0.393058,0.514876,-0.100866,-0.18808,1.325091,0.004713,3.364205,0.097663,0.463923,0.002273,0.006734,0.138885,0.003763,1.68863,1
0.018149,7.316964,0.729886,0.456396,0.189751,-0.185145,-0.181523,-0.03721,-0.129165,-0.245765,1.426105,0.006533,3.322133,0.118259,1.023539,0.003487,0.00764,0.446238,0.003836,1.394719,1
0.022495,6.687077,-0.302685,0.314067,0.193797,-0.299498,-0.193618,-0.076431,-0.234498,-0.219283,1.443726,0.005168,3.272763,0.107256,0.789557,0.00221,0.006833,0.120965,0.003903,1.368025,1
0.023946,6.284525,-0.331265,0.099917,-0.192486,0.089456,-0.006447,0.428661,0.270159,-0.146358,1.404243,0.006662,3.496685,0.125404,0.621488,0.002796,0.011241,0.136149,0.003474,1.623636,1
0.028262,6.339668,-0.792793,-0.016585,-0.214879,-0.290433,-0.220019,0.142614,-0.067722,-0.19788,1.485597,0.007278,3.925553,0.140998,0.769576,0.00204,0.009144,0.053743,0.003743,1.650863,1
0.023336,7.265037,-0.575945,-0.104724,-0.452342,0.044685,-0.058754,0.24556,0.18286,0.045094,1.436102,0.008418,3.476991,0.135161,0.662961,0.003553,0.011282,0.055571,0.004076,1.488756,1
0.019075,7.546389,-0.051002,0.237733,0.356832,0.276966,-0.019568,-0.167008,-0.140552,0.011022,1.377027,0.002621,3.853943,0.116845,0.583651,0.00248,0.004637,0.193044,0.003867,1.566249,1
0.023687,6.362485,-0.448844,0.358605,-0.073319,-0.106281,0.124735,0.291355,0.022056,-0.144316,1.39853,0.006748,3.5939,0.108599,0.567209,0.002562,0.010284,0.038835,0.003516,1.661587,1
0.0221,6.84916,-0.023573,0.388365,0.233964,-0.451153,-0.434541,0.471032,0.241336,-0.332663,1.368905,0.004709,3.350756,0.092875,0.438768,0.001301,0.004595,0.163604,0.003819,1.598681,1
0.023133,7.133898,-0.70645,0.574799,-0.064677,-0.116717,-0.04419,0.590175,-0.042585,-0.615433,1.293595,0.005349,3.546979,0.101912,0.504883,0.001951,0.005915,0.381779,0.003638,1.697754,1
0.020555,6.938189,-0.375715,0.837152,0.123075,-0.132802,-0.340811,0.018608,-0.101251,-0.46053,1.424981,0.012096,3.373019,0.107459,0.751363,0.002799,0.010497,0.113066,0.004216,1.554081,1
0.026415,6.438066,-0.762743,0.472945,-0.150674,-0.260291,-0.064604,0.459924,0.334727,-0.388904,1.402859,0.006739,3.749675,0.113982,0.473845,0.003059,0.006569,0.035956,0.0035,1.748799,1
0.042917,5.194109,-0.821325,0.111591,-0.155397,-0.328857,-0.149057,-0.172056,-0.331117,0.019667,1.428187,0.01041,3.662438,0.129927,0.405261,0.006139,0.026176,0.145495,0.003464,1.558306,1
0.021485,7.808682,-0.210236,0.039088,-0.483618,-0.394994,-0.032245,0.108651,-0.163295,-0.20554,1.489361,0.004952,3.411372,0.111426,1.106891,0.001585,0.00376,0.084798,0.003617,1.315022,1
0.025472,7.268355,-0.412519,-0.376573,-0.443659,0.03521,0.006398,0.474755,0.159048,-0.215423,1.403255,0.004155,3.805909,0.176725,0.761041,0.000997,0.003526,0.107848,0.003753,1.765274,1
0.020434,7.676462,-0.441839,0.433832,0.182529,0.166981,0.321312,0.243734,-0.260464,-0.517751,1.294502,0.005226,3.77548,0.093821,0.38141,0.002592,0.007138,0.137417,0.00381,1.652976,1
0.023634,7.26569,-0.343086,-0.110574,-0.441749,-0.164645,-0.149905,0.272553,0.185874,-0.208133,1.423446,0.004565,3.388354,0.126575,0.691053,0.003099,0.008465,0.094192,0.003595,1.309573,1
0.01819,7.079164,0.265609,0.600073,0.094293,0.108306,-0.013925,0.08932,-0.057579,-0.129937,1.370513,0.004971,4.053901,0.106954,0.434904,0.001906,0.004412,0.102244,0.004256,1.764849,1
0.061007,4.562682,-1.002638,0.152152,0.127572,1.052639,0.015291,-0.249342,-0.061555,0.502453,1.62848,0.02611,4.387722,0.256708,1.42168,0.020468,0.051221,0.058546,0.008224,2.018594,2
0.05433,5.148334,0.371031,0.867327,0.627694,0.735402,0.196571,0.075188,0.031473,0.075433,1.73002,0.035068,4.412909,0.299122,0.890523,0.023161,0.06571,0.129425,0.010434,2.018506,2
0.058684,4.389155,-1.120632,0.717987,0.256933,1.491364,0.6302,-0.403882,0.224252,0.317894,1.70541,0.023591,4.736787,0.181477,0.761775,0.017611,0.032864,0.299495,0.006418,2.002013,2
0.052779,4.755858,-1.58576,0.600895,0.712727,1.209888,0.139735,-0.524432,-0.001323,-0.051673,1.655696,0.026889,4.343393,0.193263,0.717521,0.017404,0.033738,0.215047,0.006621,1.954924,2
0.090458,2.500665,-0.767967,0.845061,-0.065412,0.956106,0.162267,-0.92936,-0.258575,0.309516,2.484137,0.040183,4.497416,0.628473,4.986536,0.036508,0.048126,0.379963,0.01295,1.929117,2
0.059134,4.07093,-1.211684,0.560869,0.694734,1.251906,0.402896,-0.084469,0.087248,0.244366,1.667423,0.023975,4.807392,0.2423,1.39615,0.015503,0.039273,0.333354,0.005277,2.128131,2
0.045139,3.629266,-1.000244,1.481749,1.895069,1.878234,1.091751,0.405474,0.287265,0.053509,1.556265,0.009801,4.304389,0.260518,0.777794,0.014229,0.049346,0.152479,0.005893,2.040667,2
0.119279,0.58071,-0.379361,0.441186,0.930286,1.518573,-0.352078,0.064124,0.121149,0.264587,2.247801,0.031616,4.945604,0.403412,4.482141,0.045463,0.039704,0.298348,0.015442,2.005438,2
0.099381,1.654177,-0.367631,1.059655,1.072328,1.252195,0.161033,-0.470988,0.054931,0.589222,2.646019,0.02005,4.322291,0.580965,3.727622,0.040402,0.061166,0.373508,0.015794,1.815506,2
